,sportnik,tipAktivnosti,zacetekAktivnosti,trajanjeAktivnosti,razdaljaAktivnosti,vzponAktivnosti,kalorijeAktivnosti,tempoAktivnosti,kadenceAvgAktivnosti,kadenceMaxAktivnosti
153,3,biking,2016-09-02T08:20:31.000Z,4324.0,26.509779296875,21.399993896484375,422,02:43,99,99.0
154,3,biking,2014-10-15T14:42:06.000Z,6546.0,51.553578125,103.99998474121094,1778,02:06,0.0,0.0
155,3,biking,2015-07-03T08:57:37.000Z,14515.0,92.5184609375,330.00006103515625,1743,02:36,0.0,0.0
156,3,biking,2015-08-04T07:21:51.000Z,9834.0,79.311171875,455.7999572753906,1184,02:03,0.0,0.0
157,3,biking,2016-09-01T10:46:18.000Z,15123.0,87.0593828125,689.0,1685,02:53,175,175.0
158,3,biking,2015-05-30T13:25:53.000Z,4927.0,35.77296875,913.800048828125,1094,02:17,0.0,0.0
159,3,biking,2014-06-22T09:03:55.000Z,6945.0,65.29473828125,1077.5999755859375,1513,01:46,0.0,0.0
160,3,biking,2016-03-13T09:40:16.000Z,12081.0,101.8459609375,632.6000671386719,1484,01:58,144,144.0
161,3,biking,2015-07-02T14:15:23.000Z,67331.0,44.8583515625,165.60000228881836,789,25:00,0.0,0.0
162,3,biking,2016-03-20T09:30:07.000Z,15913.0,113.7739765625,905.5999755859375,1803,02:19,106,111.0
163,3,biking,2013-08-28T16:52:14.000Z,21021.0,13.06148046875,8.399993896484375,269,26:49,0.0,128.0
164,3,biking,2015-07-26T05:25:11.000Z,13501.0,93.688140625,446.40000915527344,1394,02:24,0.0,0.0
165,3,biking,2015-05-31T07:02:47.000Z,7420.0,71.0223125,675.8000183105469,1094,01:44,0.0,0.0
166,3,biking,2015-04-04T07:27:42.000Z,3946.0,26.720080078125,27.600006103515625,435,02:27,0.0,0.0
167,3,biking,2015-05-17T08:11:09.000Z,11369.0,99.5403984375,973.2000122070312,1782,01:54,0.0,0.0
168,3,biking,2015-03-07T06:54:03.000Z,15218.0,96.8603203125,823.999933719635,1682,02:37,0.0,0.0
169,3,biking,2014-04-16T14:04:41.000Z,168138.0,10.975099609375,59.00006103515625,247,15:19,123,123.0
170,3,biking,2014-03-18T14:17:00.000Z,8994.0,65.905328125,301.60028076171875,1202,02:16,132,150.0
171,3,biking,2015-05-25T16:11:30.000Z,4892.0,39.43691015625,49.00001525878906,657,02:04,0.0,0.0
172,3,biking,2016-04-17T06:57:01.000Z,7128.0,69.143953125,889.4000854492188,1117,01:43,161,161.0
173,3,biking,2015-04-27T14:08:41.000Z,3043.0,32.291830078125,134.60003662109375,1015,01:34,0.0,0.0
174,3,biking,2014-04-29T08:50:58.000Z,2471.0,26.1784296875,355.4000701904297,493,01:34,0.0,0.0
175,3,biking,2016-07-09T08:52:51.000Z,12624.0,76.740546875,555.6000366210938,1435,02:44,176,176.0
176,3,biking,2014-08-09T06:42:56.000Z,9212.0,59.056578125,725.3999633789062,1120,02:35,0.0,0.0
177,3,biking,2016-08-09T14:38:33.000Z,9431.0,79.272359375,63.20001220703125,1071,01:58,96,194.0
178,3,biking,2014-03-30T12:47:14.000Z,4281.0,24.459259765625,468.0000228881836,503,02:55,137,137.0
179,3,biking,2015-03-28T08:59:45.000Z,21446.0,91.6434765625,256.5999755859375,1657,03:54,0.0,0.0
180,3,biking,2015-06-11T17:06:26.000Z,2072.0,15.5041904296875,14.600006103515625,453,02:13,0.0,0.0
181,3,biking,2016-06-03T09:00:41.000Z,5137.0,46.26476171875,23.0,808,01:51,104,177.0
182,3,biking,2016-05-31T14:06:28.000Z,9106.0,77.8181875,343.39988708496094,1199,01:57,183,183.0
183,3,biking,2016-02-28T09:58:20.000Z,17138.0,131.464875,521.39990234375,2429,02:10,0.0,0.0
184,3,biking,2015-07-29T09:55:36.000Z,6288.0,60.520671875,82.99998474121094,827,01:43,0.0,0.0
185,3,biking,2016-04-16T13:23:13.000Z,7216.0,57.391890625,359.2000427246094,954,02:05,163,163.0
186,3,biking,2016-02-20T10:24:31.000Z,12101.0,96.5197421875,972.7999973297119,1699,02:05,0.0,0.0
187,3,biking,2016-05-22T08:49:19.000Z,8195.0,52.07373046875,552.7999725341797,920,02:37,109,109.0
188,3,biking,2015-03-06T12:45:23.000Z,4053.0,32.8768203125,183.99999380111694,751,02:03,0.0,0.0
189,3,biking,2016-06-23T05:53:13.000Z,24421.0,19.062619140625,91.79999542236328,335,21:21,96,96.0
190,3,biking,2014-08-03T08:05:17.000Z,4969.0,50.9096796875,526.3999633789062,1046,01:37,0.0,0.0
191,3,biking,2014-05-21T14:26:00.000Z,11012.0,86.926421875,943.4001312255859,1447,02:06,0.0,0.0
192,3,biking,2015-07-22T06:23:30.000Z,13669.0,82.78265625,903.9999847412109,1435,02:45,0.0,0.0
193,3,biking,2016-02-24T09:09:14.000Z,11211.0,95.17828125,854.7999904155731,1519,01:57,0.0,0.0
194,3,biking,2014-09-14T08:04:40.000Z,5350.0,44.442,362.9999694824219,1010,02:00,0.0,0.0
195,3,biking,2016-04-23T15:51:09.000Z,1808.0,11.2020595703125,125.60000610351562,236,02:41,80,123.0
196,3,biking,2016-08-28T09:12:21.000Z,15029.0,120.8880625,848.6000671386719,1685,02:04,181,181.0
197,3,biking,2015-08-02T08:02:44.000Z,6279.0,64.96351171875,636.199951171875,1252,01:36,0.0,0.0
198,3,biking,2016-04-20T13:02:16.000Z,14216.0,109.2669765625,528.0000076293945,1670,02:10,111,199.0
199,3,biking,2014-05-02T08:27:22.000Z,10282.0,66.1535078125,332.2001647949219,2078,02:35,117,117.0
200,3,biking,2014-07-27T08:05:36.000Z,39453.0,71.3039296875,192.6000213623047,1501,09:13,0.0,0.0
201,3,biking,2015-02-18T09:39:00.000Z,18982.0,120.5809765625,1887.6000370830297,2262,02:37,0.0,0.0
202,3,biking,2014-03-21T14:15:31.000Z,11154.0,73.14703125,506.4002380371094,1547,02:32,147,147.0
203,3,biking,2014-06-03T16:35:44.000Z,6668.0,41.07244921875,349.00001525878906,747,02:42,0.0,0.0
204,3,biking,2014-07-07T07:34:34.000Z,12763.0,103.0920390625,651.9999542236328,1643,02:03,0.0,0.0
